fips,date,county,acute_occupied,acute_staffed,covid_confirmed,covid_icu,covid_suspected,covid_ventilator,icu_occupied,icu_staffed,ventilators,ventilators_occupied
32001,2020-04-05,Churchill County,13,25,0,0,0,0,2,2,4,0
32001,2020-04-06,Churchill County,15,25,0,0,0,0,2,4,4,0
32001,2020-04-07,Churchill County,18,25,0,0,0,0,2,4,4,0
32001,2020-04-08,Churchill County,19,25,0,0,0,0,0,4,4,0
32001,2020-04-09,Churchill County,20,25,0,0,0,0,0,2,4,0
32001,2020-04-10,Churchill County,19,25,0,0,0,0,0,2,4,0
32001,2020-04-11,Churchill County,15,25,0,1,0,0,1,2,4,0
32001,2020-04-12,Churchill County,13,25,0,0,0,0,2,2,4,0
32001,2020-04-13,Churchill County,12,25,0,0,0,0,2,4,4,0
32001,2020-04-14,Churchill County,12,25,0,0,0,0,1,2,4,0
32001,2020-04-15,Churchill County,12,25,0,0,0,0,1,4,4,0
32001,2020-04-16,Churchill County,14,25,0,0,0,0,1,4,4,0
32001,2020-04-17,Churchill County,9,25,0,0,0,0,2,4,4,0
32001,2020-04-18,Churchill County,11,25,0,0,0,0,2,4,4,0
32001,2020-04-19,Churchill County,10,25,0,0,0,0,1,2,4,0
32001,2020-04-20,Churchill County,14,25,0,0,0,0,1,2,4,0
32001,2020-04-21,Churchill County,13,25,0,0,0,0,2,4,4,0
32001,2020-04-22,Churchill County,10,25,0,0,1,0,1,4,4,0
32001,2020-04-23,Churchill County,0,0,0,0,0,0,0,0,0,0
32001,2020-04-24,Churchill County,12,25,0,0,1,0,2,4,4,0
32001,2020-04-25,Churchill County,0,0,0,0,0,0,0,0,0,0
32001,2020-04-26,Churchill County,0,0,0,0,0,0,0,0,0,0
32001,2020-04-27,Churchill County,10,25,0,0,4,0,2,2,4,0
32001,2020-04-28,Churchill County,19,25,1,3,6,0,4,6,4,0
32001,2020-04-29,Churchill County,20,25,1,2,1,0,3,4,4,0
32001,2020-04-30,Churchill County,16,25,1,1,1,0,3,4,4,0
32001,2020-05-03,Churchill County,15,25,0,0,1,0,1,2,4,0
32001,2020-05-04,Churchill County,12,25,0,0,2,0,1,4,4,0
32001,2020-05-05,Churchill County,10,25,0,0,1,0,1,2,4,0
32001,2020-05-06,Churchill County,12,25,0,0,3,0,1,2,4,0
32001,2020-05-07,Churchill County,14,25,0,0,0,0,2,4,4,0
32001,2020-05-10,Churchill County,18,25,0,1,4,0,3,4,4,0
32001,2020-05-12,Churchill County,13,25,0,2,3,1,2,4,4,1
32001,2020-05-13,Churchill County,10,25,0,1,2,0,2,4,4,1
32001,2020-05-18,Churchill County,16,25,0,0,1,0,4,4,4,1
32001,2020-05-20,Churchill County,16,25,0,0,0,0,4,4,4,1
32001,2020-05-21,Churchill County,16,25,0,0,1,0,2,4,4,0
32001,2020-05-25,Churchill County,12,25,0,0,2,0,1,4,4,0
32001,2020-05-26,Churchill County,13,25,0,0,1,0,1,4,4,0
32001,2020-05-27,Churchill County,14,25,0,0,1,0,1,4,4,0
32001,2020-05-28,Churchill County,12,25,0,0,1,0,2,4,4,0
32001,2020-06-10,Churchill County,15,25,0,0,2,0,2,4,4,0
32001,2020-06-11,Churchill County,19,25,0,2,2,0,2,4,4,0
32001,2020-06-14,Churchill County,12,25,0,0,1,0,0,2,4,0
32001,2020-06-17,Churchill County,14,25,0,0,0,0,2,4,4,0
32001,2020-06-18,Churchill County,17,25,0,0,1,0,4,4,4,1
32001,2020-06-21,Churchill County,17,25,0,0,0,0,4,4,4,0
32001,2020-06-22,Churchill County,16,25,0,0,1,0,4,4,4,0
32001,2020-06-23,Churchill County,18,25,0,0,1,0,4,4,4,0
32001,2020-06-24,Churchill County,,,,,,,,,,
32001,2020-06-25,Churchill County,15,25,0,0,0,0,1,4,4,0
32001,2020-06-28,Churchill County,0,0,0,0,0,0,0,0,0,0
32001,2020-06-29,Churchill County,14,25,0,0,0,0,0,2,4,0
32001,2020-06-30,Churchill County,9,25,0,0,1,0,0,4,4,0
32003,2020-04-05,Clark County,3048,4784,0,166,12,55,476,593,694,383
32003,2020-04-06,Clark County,3288,5094,0,188,31,148,486,621,751,426
32003,2020-04-07,Clark County,3619,5520,0,213,43,161,509,650,795,454
32003,2020-04-08,Clark County,3658,5648,0,201,51,159,526,665,817,440
32003,2020-04-09,Clark County,3481,5405,0,176,43,126,505,651,783,409
32003,2020-04-10,Clark County,3537,5459,0,173,43,141,509,650,812,398
32003,2020-04-11,Clark County,3148,4956,0,170,43,121,472,608,753,380
32003,2020-04-12,Clark County,2481,3895,0,150,43,102,372,477,628,309
32003,2020-04-13,Clark County,3319,5235,0,153,43,110,472,606,748,350
32003,2020-04-14,Clark County,3559,5534,329,178,244,131,519,655,797,386
32003,2020-04-15,Clark County,3500,5539,327,156,228,126,502,651,797,384
32003,2020-04-16,Clark County,3601,5599,322,160,213,121,506,653,798,370
32003,2020-04-17,Clark County,3624,5599,333,153,196,116,518,655,794,367
32003,2020-04-18,Clark County,3428,5264,318,158,206,116,475,633,751,333
32003,2020-04-19,Clark County,3578,5551,323,148,208,111,491,648,787,344
32003,2020-04-20,Clark County,3608,5472,333,161,204,104,488,635,756,317
32003,2020-04-21,Clark County,3713,5592,335,167,216,118,509,642,804,356
32003,2020-04-22,Clark County,3748,5474,324,152,200,113,515,647,804,336
32003,2020-04-23,Clark County,3847,5740,327,146,176,96,512,635,803,335
32003,2020-04-24,Clark County,3784,5741,320,134,171,96,475,628,803,315
32003,2020-04-25,Clark County,3547,5406,326,138,185,96,471,620,761,282
32003,2020-04-26,Clark County,3584,5494,312,118,124,91,477,636,805,320
32003,2020-04-27,Clark County,3757,5841,295,133,163,96,476,631,799,323
32003,2020-04-28,Clark County,3849,5743,296,136,172,94,483,636,800,328
32003,2020-04-29,Clark County,3854,5662,290,141,203,98,485,619,763,306
32003,2020-04-30,Clark County,3986,5841,290,123,164,91,491,638,796,325
32003,2020-05-03,Clark County,3821,5741,283,109,115,76,473,624,792,307
32003,2020-05-04,Clark County,3819,5741,267,108,148,74,476,630,799,310
32003,2020-05-05,Clark County,3995,5907,293,107,160,60,468,630,805,305
32003,2020-05-06,Clark County,3960,5741,240,96,137,62,460,630,801,306
32003,2020-05-07,Clark County,3938,5741,257,91,125,75,485,783,801,285
32003,2020-05-10,Clark County,3698,5662,236,93,170,50,462,601,732,268
32003,2020-05-12,Clark County,4065,5766,235,99,188,69,530,631,804,303
32003,2020-05-13,Clark County,4099,5756,244,93,170,61,471,633,793,288
32003,2020-05-18,Clark County,4034,5896,219,91,167,59,489,651,799,296
32003,2020-05-20,Clark County,3973,5730,201,65,136,46,502,659,800,268
32003,2020-05-21,Clark County,3882,5668,202,65,135,44,503,653,796,265
32003,2020-05-25,Clark County,3836,5780,172,79,159,43,469,647,806,260
32003,2020-05-26,Clark County,3795,5686,181,92,200,46,474,650,800,261
32003,2020-05-27,Clark County,4115,5791,179,99,200,52,490,638,761,249
32003,2020-05-28,Clark County,4044,5730,175,67,155,40,486,656,803,276
32003,2020-06-10,Clark County,4131,5757,173,61,95,34,495,645,817,275
32003,2020-06-11,Clark County,3922,5434,157,56,92,31,499,586,760,278
32003,2020-06-14,Clark County,3990,5590,166,67,109,32,467,593,750,266
32003,2020-06-17,Clark County,4256,5722,193,78,122,50,510,635,793,283
32003,2020-06-18,Clark County,4453,5949,211,79,119,45,519,660,821,291
32003,2020-06-21,Clark County,4308,6017,221,96,141,45,531,667,806,261
32003,2020-06-22,Clark County,4407,6096,237,96,134,46,537,683,845,289
32003,2020-06-23,Clark County,4493,5904,243,85,150,50,555,664,818,293
32003,2020-06-24,Clark County,,,,,,,,,,
32003,2020-06-25,Clark County,4088,5294,254,80,127,52,490,585,706,263
32003,2020-06-28,Clark County,4475,5927,343,111,180,62,550,672,802,308
32003,2020-06-29,Clark County,4246,5522,343,108,171,59,534,631,735,280
32003,2020-06-30,Clark County,4143,5402,374,105,147,65,501,602,741,302
32005,2020-04-05,Douglas County,6,23,0,1,0,0,1,4,4,0
32005,2020-04-06,Douglas County,6,23,0,0,0,0,0,0,6,0
32005,2020-04-07,Douglas County,8,23,0,1,0,0,1,1,6,0
32005,2020-04-08,Douglas County,0,0,0,0,0,0,0,0,0,0
32005,2020-04-09,Douglas County,5,23,0,0,0,0,0,4,4,0
32005,2020-04-10,Douglas County,6,23,0,0,0,0,0,4,4,0
32005,2020-04-11,Douglas County,6,23,0,0,0,0,0,4,4,0
32005,2020-04-12,Douglas County,6,23,0,0,0,0,0,4,4,0
32005,2020-04-13,Douglas County,12,23,0,0,0,0,0,0,0,0
32005,2020-04-14,Douglas County,11,23,0,0,1,0,2,4,4,1
32005,2020-04-15,Douglas County,9,19,0,0,1,0,2,4,4,0
32005,2020-04-16,Douglas County,11,19,0,0,2,0,2,4,4,0
32005,2020-04-17,Douglas County,11,19,0,0,1,0,2,4,4,0
32005,2020-04-18,Douglas County,11,19,0,0,1,0,2,4,4,0
32005,2020-04-19,Douglas County,8,19,0,0,1,0,2,4,4,0
32005,2020-04-20,Douglas County,8,19,0,0,1,0,2,4,4,2
32005,2020-04-21,Douglas County,8,19,0,0,0,0,1,4,4,0
32005,2020-04-22,Douglas County,9,19,0,0,1,0,2,4,4,0
32005,2020-04-23,Douglas County,8,19,0,0,1,0,1,4,4,0
32005,2020-04-24,Douglas County,7,19,0,0,1,0,2,4,4,0
32005,2020-04-25,Douglas County,7,19,0,0,0,0,1,4,4,0
32005,2020-04-26,Douglas County,6,19,0,1,1,0,1,4,4,0
32005,2020-04-27,Douglas County,7,19,0,1,1,0,2,4,4,0
32005,2020-04-28,Douglas County,8,19,0,0,2,0,2,4,4,0
32005,2020-04-29,Douglas County,9,19,0,0,1,0,1,4,4,0
32005,2020-04-30,Douglas County,8,19,0,1,2,0,2,4,4,0
32005,2020-05-03,Douglas County,9,19,0,0,1,0,0,4,4,0
32005,2020-05-04,Douglas County,11,19,0,0,2,0,1,4,4,0
32005,2020-05-05,Douglas County,13,19,0,0,4,0,0,4,4,0
32005,2020-05-06,Douglas County,11,19,0,0,2,0,0,4,4,0
32005,2020-05-07,Douglas County,6,19,0,1,2,0,1,4,4,0
32005,2020-05-10,Douglas County,12,19,0,0,3,0,0,4,4,0
32005,2020-05-12,Douglas County,12,19,0,0,3,0,0,4,4,0
32005,2020-05-13,Douglas County,10,19,0,1,6,0,1,4,4,0
32005,2020-05-18,Douglas County,8,19,0,0,2,0,1,4,4,0
32005,2020-05-20,Douglas County,11,19,0,0,1,0,2,4,4,2
32005,2020-05-21,Douglas County,11,19,0,0,1,0,2,4,4,1
32005,2020-05-25,Douglas County,9,19,0,0,1,0,1,4,4,0
32005,2020-05-26,Douglas County,10,19,0,0,1,0,1,4,4,0
32005,2020-05-27,Douglas County,9,19,0,2,3,1,2,4,4,1
32005,2020-05-28,Douglas County,10,19,0,2,3,1,2,4,4,1
32005,2020-06-10,Douglas County,18,19,0,0,4,0,0,4,4,0
32005,2020-06-11,Douglas County,16,19,0,0,4,0,0,4,4,0
32005,2020-06-14,Douglas County,18,23,1,0,2,0,0,4,4,0
32005,2020-06-17,Douglas County,18,23,1,1,3,0,1,4,4,0
32005,2020-06-18,Douglas County,20,23,1,0,3,0,0,4,4,0
32005,2020-06-21,Douglas County,15,23,1,0,2,0,0,4,4,0
32005,2020-06-22,Douglas County,17,23,1,0,2,0,0,4,4,0
32005,2020-06-23,Douglas County,15,23,2,0,1,0,0,4,4,0
32005,2020-06-24,Douglas County,,,,,,,,,,
32005,2020-06-25,Douglas County,15,23,2,0,1,0,0,4,4,0
32005,2020-06-28,Douglas County,12,23,3,0,0,0,0,4,4,0
32005,2020-06-29,Douglas County,11,23,3,0,2,0,0,4,4,0
32005,2020-06-30,Douglas County,11,23,4,0,2,0,1,4,4,1
32007,2020-04-05,Elko County,0,0,0,0,0,0,0,0,0,0
32007,2020-04-06,Elko County,75,75,0,0,0,0,0,7,6,0
32007,2020-04-07,Elko County,4,75,0,0,0,0,0,7,6,0
32007,2020-04-08,Elko County,5,75,0,0,0,0,1,7,6,0
32007,2020-04-09,Elko County,8,75,0,0,0,0,1,7,6,0
32007,2020-04-10,Elko County,8,75,0,0,0,0,2,7,6,0
32007,2020-04-11,Elko County,9,75,0,0,0,0,0,7,6,0
32007,2020-04-12,Elko County,75,75,0,1,0,1,1,7,6,1
32007,2020-04-13,Elko County,10,75,0,0,0,0,1,7,6,1
32007,2020-04-14,Elko County,8,75,0,0,2,0,1,7,6,0
32007,2020-04-15,Elko County,5,75,0,0,1,0,1,7,6,0
32007,2020-04-16,Elko County,7,75,0,0,0,0,1,7,6,0
32007,2020-04-17,Elko County,6,75,0,0,0,0,1,7,6,0
32007,2020-04-18,Elko County,9,75,0,0,1,0,0,7,6,0
32007,2020-04-19,Elko County,11,75,0,0,1,0,0,7,6,0
32007,2020-04-20,Elko County,11,75,0,0,1,0,0,7,6,0
32007,2020-04-21,Elko County,8,75,0,0,0,0,2,7,6,0
32007,2020-04-22,Elko County,3,75,0,0,0,0,0,7,6,0
32007,2020-04-23,Elko County,2,75,0,0,0,0,1,7,6,0
32007,2020-04-24,Elko County,4,75,0,0,0,0,1,7,6,0
32007,2020-04-25,Elko County,7,75,0,0,1,0,2,7,6,0
32007,2020-04-26,Elko County,7,75,0,0,1,0,0,7,6,0
32007,2020-04-27,Elko County,11,75,0,1,4,0,2,7,6,0
32007,2020-04-28,Elko County,11,75,0,1,3,0,3,7,6,0
32007,2020-04-29,Elko County,8,75,0,0,0,0,1,7,6,0
32007,2020-04-30,Elko County,10,75,0,3,4,0,4,7,6,0
32007,2020-05-03,Elko County,2,75,0,0,1,0,0,7,6,0
32007,2020-05-04,Elko County,5,75,0,0,1,0,1,7,6,0
32007,2020-05-05,Elko County,8,75,0,0,2,0,1,7,6,0
32007,2020-05-06,Elko County,9,75,0,0,2,0,0,7,6,0
32007,2020-05-07,Elko County,8,75,0,0,2,0,0,7,6,0
32007,2020-05-10,Elko County,3,75,0,0,0,0,0,7,6,0
32007,2020-05-12,Elko County,10,75,0,0,2,0,1,7,6,0
32007,2020-05-13,Elko County,10,75,0,0,0,0,2,7,6,0
32007,2020-05-18,Elko County,10,75,0,1,3,1,1,7,6,2
32007,2020-05-20,Elko County,9,75,0,0,0,0,2,7,6,0
32007,2020-05-21,Elko County,0,0,0,0,0,0,0,0,0,0
32007,2020-05-25,Elko County,13,75,0,0,3,0,4,7,6,0
32007,2020-05-26,Elko County,10,75,0,1,1,0,2,7,6,0
32007,2020-05-27,Elko County,11,75,0,1,2,0,1,7,6,0
32007,2020-05-28,Elko County,8,75,0,0,2,0,3,7,6,0
32007,2020-06-10,Elko County,11,75,0,0,2,0,1,7,6,0
32007,2020-06-11,Elko County,10,75,0,1,3,0,2,7,6,0
32007,2020-06-14,Elko County,7,75,0,0,0,0,0,7,6,0
32007,2020-06-17,Elko County,11,75,0,0,0,0,4,7,6,1
32007,2020-06-18,Elko County,7,75,0,0,0,0,2,7,6,1
32007,2020-06-21,Elko County,4,75,0,0,0,0,1,7,6,0
32007,2020-06-22,Elko County,7,75,0,0,0,0,2,7,6,0
32007,2020-06-23,Elko County,7,75,0,0,0,0,2,7,6,0
32007,2020-06-24,Elko County,,,,,,,,,,
32007,2020-06-25,Elko County,6,75,1,0,0,0,1,7,6,0
32007,2020-06-28,Elko County,8,24,0,0,0,0,3,7,6,0
32007,2020-06-29,Elko County,8,75,0,0,0,0,1,7,6,0
32007,2020-06-30,Elko County,4,75,0,0,0,0,1,4,6,0
32009,2020-04-05,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-06,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-07,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-08,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-09,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-10,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-11,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-12,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-13,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-14,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-15,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-16,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-17,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-18,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-19,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-20,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-21,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-22,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-23,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-24,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-25,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-26,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-27,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-28,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-29,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-04-30,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-03,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-04,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-05,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-06,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-07,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-10,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-12,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-13,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-18,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-20,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-21,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-25,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-26,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-27,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-05-28,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-10,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-11,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-14,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-17,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-18,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-21,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-22,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-23,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-24,Esmeralda County,,,,,,,,,,
32009,2020-06-25,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-28,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-29,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32009,2020-06-30,Esmeralda County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-05,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-06,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-07,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-08,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-09,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-10,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-11,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-12,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-13,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-14,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-15,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-16,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-17,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-18,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-19,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-20,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-21,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-22,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-23,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-24,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-25,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-26,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-27,Eureka County,0,0,0,0,0,0,0,0,0,0
32011,2020-04-28,Eureka County,0,0,0,0,0,0,0,0,0,0
