fips,date,county,acute_occupied,acute_staffed,covid_confirmed,covid_icu,covid_suspected,covid_ventilator,icu_occupied,icu_staffed,ventilators,ventilators_occupied
32023,2020-04-28,Nye County,17,25,0,0,3,0,0,0,6,0
32023,2020-04-29,Nye County,18,25,0,0,2,0,0,0,6,0
32023,2020-04-30,Nye County,15,25,0,0,3,0,0,0,6,0
32023,2020-05-03,Nye County,25,25,0,0,3,0,0,0,6,0
32023,2020-05-04,Nye County,25,25,0,0,8,0,0,0,6,0
32023,2020-05-05,Nye County,25,25,0,0,8,0,0,0,6,0
32023,2020-05-06,Nye County,23,25,0,0,1,0,0,0,6,0
32023,2020-05-07,Nye County,25,25,1,0,1,0,0,0,6,0
32023,2020-05-10,Nye County,18,25,0,0,5,0,0,0,6,0
32023,2020-05-12,Nye County,15,25,0,0,5,0,0,0,6,0
32023,2020-05-13,Nye County,8,25,0,0,3,0,0,0,6,0
32023,2020-05-18,Nye County,13,25,0,0,3,0,0,0,6,0
32023,2020-05-20,Nye County,15,25,0,0,3,0,0,0,6,0
32023,2020-05-21,Nye County,19,25,0,0,3,0,0,0,6,0
32023,2020-05-25,Nye County,25,25,0,0,0,0,0,0,6,0
32023,2020-05-26,Nye County,18,25,0,0,0,0,0,0,6,0
32023,2020-05-27,Nye County,15,25,0,0,2,0,0,0,6,0
32023,2020-05-28,Nye County,14,25,0,0,2,0,0,0,6,0
32023,2020-06-10,Nye County,15,25,0,0,5,0,0,0,6,0
32023,2020-06-11,Nye County,14,25,0,0,3,0,0,0,6,0
32023,2020-06-14,Nye County,12,25,0,0,0,0,0,0,6,0
32023,2020-06-17,Nye County,16,25,0,0,2,0,0,0,6,0
32023,2020-06-18,Nye County,15,25,0,0,3,0,0,0,6,0
32023,2020-06-21,Nye County,10,25,0,0,3,0,0,0,6,0
32023,2020-06-22,Nye County,17,25,0,0,6,0,0,0,6,0
32023,2020-06-23,Nye County,16,25,0,0,6,0,0,0,6,0
32023,2020-06-24,Nye County,,,,,,,,,,
32023,2020-06-25,Nye County,23,25,1,0,1,0,0,0,6,0
32023,2020-06-28,Nye County,8,25,0,0,3,0,0,0,6,0
32023,2020-06-29,Nye County,8,25,0,0,3,0,0,0,6,0
32023,2020-06-30,Nye County,14,25,0,0,4,0,0,0,6,0
32027,2020-04-05,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-06,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-07,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-08,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-09,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-10,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-11,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-12,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-13,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-14,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-15,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-16,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-17,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-18,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-19,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-20,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-21,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-22,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-23,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-24,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-25,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-26,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-04-27,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-28,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-29,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-04-30,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-03,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-05-04,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-05,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-06,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-07,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-10,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-12,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-13,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-18,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-05-20,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-05-21,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-05-25,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-05-26,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-05-27,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-05-28,Pershing County,0,0,0,0,0,0,0,0,0,0
32027,2020-06-10,Pershing County,2,13,1,0,0,0,0,0,0,0
32027,2020-06-11,Pershing County,2,13,1,0,0,0,0,0,0,0
32027,2020-06-14,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-17,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-18,Pershing County,0,13,0,0,0,0,0,0,0,0
32027,2020-06-21,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-22,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-23,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-24,Pershing County,,,,,,,,,,
32027,2020-06-25,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-28,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-29,Pershing County,1,13,0,0,0,0,0,0,0,0
32027,2020-06-30,Pershing County,0,13,0,0,0,0,0,0,0,0
32029,2020-04-05,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-06,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-07,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-08,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-09,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-10,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-11,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-12,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-13,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-14,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-15,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-16,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-17,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-18,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-19,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-20,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-21,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-22,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-23,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-24,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-25,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-26,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-27,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-28,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-29,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-04-30,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-03,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-04,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-05,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-06,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-07,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-10,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-12,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-13,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-18,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-20,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-21,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-25,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-26,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-27,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-05-28,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-10,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-11,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-14,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-17,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-18,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-21,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-22,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-23,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-24,Storey County,,,,,,,,,,
32029,2020-06-25,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-28,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-29,Storey County,0,0,0,0,0,0,0,0,0,0
32029,2020-06-30,Storey County,0,0,0,0,0,0,0,0,0,0
32031,2020-04-05,Washoe County,828,1240,0,22,35,17,78,140,207,43
32031,2020-04-06,Washoe County,892,1325,0,26,35,19,82,156,202,48
32031,2020-04-07,Washoe County,709,1060,0,16,41,12,57,128,169,51
32031,2020-04-08,Washoe County,723,1255,0,31,127,27,74,156,201,53
32031,2020-04-09,Washoe County,876,1447,0,40,59,19,81,156,201,51
32031,2020-04-10,Washoe County,843,1255,0,20,59,22,66,148,174,51
32031,2020-04-11,Washoe County,771,1381,0,33,59,24,86,162,189,50
32031,2020-04-12,Washoe County,769,1406,0,31,59,19,82,162,192,42
32031,2020-04-13,Washoe County,813,1497,0,21,59,17,70,162,192,44
32031,2020-04-14,Washoe County,821,1381,62,29,31,20,79,162,196,48
32031,2020-04-15,Washoe County,795,1497,62,21,58,15,78,162,196,52
32031,2020-04-16,Washoe County,824,1497,71,25,49,21,80,162,196,57
32031,2020-04-17,Washoe County,844,1497,73,25,56,21,91,162,198,62
32031,2020-04-18,Washoe County,908,1446,106,24,56,15,89,162,196,59
32031,2020-04-19,Washoe County,835,1837,73,19,52,11,91,162,196,51
32031,2020-04-20,Washoe County,870,1334,73,23,24,14,86,162,198,48
32031,2020-04-21,Washoe County,839,1406,72,24,44,18,88,162,198,55
32031,2020-04-22,Washoe County,871,1310,73,20,21,17,87,162,190,52
32031,2020-04-23,Washoe County,762,1259,38,18,16,17,82,162,198,40
32031,2020-04-24,Washoe County,874,1329,70,16,17,15,81,162,198,43
32031,2020-04-25,Washoe County,851,1330,70,23,23,16,83,162,196,44
32031,2020-04-26,Washoe County,869,1330,65,16,26,12,80,162,194,45
32031,2020-04-27,Washoe County,788,1261,64,14,27,12,73,162,198,41
32031,2020-04-28,Washoe County,848,1290,65,16,22,13,73,162,198,36
32031,2020-04-29,Washoe County,886,1330,65,17,25,14,79,162,198,42
32031,2020-04-30,Washoe County,849,1332,69,14,11,10,80,162,198,43
32031,2020-05-03,Washoe County,864,1370,77,15,18,9,107,200,205,34
32031,2020-05-04,Washoe County,848,1364,79,14,20,18,79,185,198,44
32031,2020-05-05,Washoe County,903,1373,78,18,24,8,85,223,198,34
32031,2020-05-06,Washoe County,915,1373,63,21,36,6,79,223,198,40
32031,2020-05-07,Washoe County,829,1364,43,20,31,5,86,223,196,26
32031,2020-05-10,Washoe County,859,1313,41,21,40,9,69,223,198,20
32031,2020-05-12,Washoe County,862,1373,44,19,36,7,96,207,184,29
32031,2020-05-13,Washoe County,967,1373,43,18,26,11,100,223,197,41
32031,2020-05-18,Washoe County,993,1373,51,17,31,4,105,218,197,31
32031,2020-05-20,Washoe County,1010,1352,56,24,27,5,113,218,190,29
32031,2020-05-21,Washoe County,980,1352,55,23,30,6,116,218,190,29
32031,2020-05-25,Washoe County,992,1373,54,12,24,5,104,218,198,24
32031,2020-05-26,Washoe County,1014,1373,50,15,28,4,108,218,198,25
32031,2020-05-27,Washoe County,997,1313,53,19,25,4,112,218,198,24
32031,2020-05-28,Washoe County,1022,1373,53,17,25,3,118,218,198,26
32031,2020-06-10,Washoe County,1091,1365,55,11,24,4,88,218,197,31
32031,2020-06-11,Washoe County,1104,1413,55,15,21,6,98,219,197,35
32031,2020-06-14,Washoe County,1079,1365,52,10,21,6,85,219,197,32
32031,2020-06-17,Washoe County,1109,1360,47,16,16,7,104,199,197,35
32031,2020-06-18,Washoe County,1098,1300,51,12,17,6,109,219,197,33
32031,2020-06-21,Washoe County,872,1365,43,10,6,5,68,185,166,26
32031,2020-06-22,Washoe County,819,1300,43,10,8,8,86,185,159,22
32031,2020-06-23,Washoe County,1097,1344,45,15,26,5,112,219,190,35
32031,2020-06-24,Washoe County,,,,,,,,,,
32031,2020-06-25,Washoe County,1093,1300,50,24,29,6,120,219,190,32
32031,2020-06-28,Washoe County,981,1300,63,22,18,7,93,219,198,39
32031,2020-06-29,Washoe County,1068,1360,69,25,22,7,106,219,198,40
32031,2020-06-30,Washoe County,1091,1360,80,27,19,9,111,219,192,40
32033,2020-04-05,White Pine County,7,25,0,0,7,0,0,2,5,0
32033,2020-04-06,White Pine County,7,25,0,0,2,0,0,2,5,0
32033,2020-04-07,White Pine County,9,25,0,1,2,0,1,2,5,0
32033,2020-04-08,White Pine County,9,25,0,0,2,0,0,2,5,0
32033,2020-04-09,White Pine County,4,25,0,0,2,0,0,2,5,0
32033,2020-04-10,White Pine County,4,25,0,0,2,0,0,2,5,0
32033,2020-04-11,White Pine County,2,25,0,0,2,0,0,2,5,0
32033,2020-04-12,White Pine County,1,25,0,0,2,0,0,2,5,0
32033,2020-04-13,White Pine County,1,25,0,0,2,0,0,2,5,0
32033,2020-04-14,White Pine County,0,0,0,0,0,0,0,0,0,0
32033,2020-04-15,White Pine County,2,25,0,0,0,0,0,2,5,0
32033,2020-04-16,White Pine County,6,25,0,0,0,0,0,2,5,0
32033,2020-04-17,White Pine County,7,25,0,0,1,0,0,2,5,0
32033,2020-04-18,White Pine County,6,25,0,0,2,0,0,2,5,0
32033,2020-04-19,White Pine County,5,25,0,0,2,0,1,2,5,0
32033,2020-04-20,White Pine County,6,25,0,0,2,0,0,2,5,0
32033,2020-04-21,White Pine County,7,25,0,0,1,0,0,2,5,0
32033,2020-04-22,White Pine County,5,25,0,0,0,0,0,2,5,0
32033,2020-04-23,White Pine County,5,25,0,0,0,0,0,2,5,0
32033,2020-04-24,White Pine County,6,25,0,0,0,0,0,2,5,0
32033,2020-04-25,White Pine County,3,25,0,0,0,0,0,2,5,0
32033,2020-04-26,White Pine County,2,25,0,0,0,0,0,2,5,0
32033,2020-04-27,White Pine County,2,25,0,0,0,0,1,2,5,0
32033,2020-04-28,White Pine County,1,25,0,0,0,0,1,2,5,0
32033,2020-04-29,White Pine County,3,25,0,0,0,0,1,2,5,0
32033,2020-04-30,White Pine County,4,25,0,0,0,0,1,2,5,0
32033,2020-05-03,White Pine County,3,25,0,0,1,0,0,2,5,0
32033,2020-05-04,White Pine County,3,25,0,0,1,0,0,2,5,0
32033,2020-05-05,White Pine County,3,25,0,0,0,0,0,0,5,0
32033,2020-05-06,White Pine County,4,25,0,0,0,0,0,2,5,0
32033,2020-05-07,White Pine County,2,25,0,0,0,0,0,2,5,0
32033,2020-05-10,White Pine County,2,25,0,0,0,0,0,2,5,0
32033,2020-05-12,White Pine County,5,25,0,0,0,0,0,2,5,0
32033,2020-05-13,White Pine County,7,25,0,0,0,0,0,2,5,0
32033,2020-05-18,White Pine County,3,25,0,0,1,0,0,2,5,0
32033,2020-05-20,White Pine County,5,25,0,0,1,0,0,2,0,0
32033,2020-05-21,White Pine County,7,25,0,0,0,0,0,2,5,0
32033,2020-05-25,White Pine County,3,25,0,0,1,0,0,2,5,0
32033,2020-05-26,White Pine County,8,25,0,0,1,0,0,2,5,0
32033,2020-05-27,White Pine County,8,25,0,1,1,0,1,2,5,0
32033,2020-05-28,White Pine County,7,25,0,1,1,0,1,2,5,0
32033,2020-06-10,White Pine County,11,25,0,0,1,0,1,2,5,0
32033,2020-06-11,White Pine County,0,0,0,0,0,0,0,0,0,0
32033,2020-06-14,White Pine County,0,0,0,0,0,0,0,0,0,0
32033,2020-06-17,White Pine County,0,0,0,0,0,0,0,0,0,0
32033,2020-06-18,White Pine County,0,0,0,0,0,0,0,0,0,0
32033,2020-06-21,White Pine County,6,25,0,0,0,0,0,2,5,0
32033,2020-06-22,White Pine County,10,25,0,0,0,0,0,2,5,0
32033,2020-06-23,White Pine County,5,25,0,0,1,0,0,2,5,0
32033,2020-06-24,White Pine County,,,,,,,,,,
32033,2020-06-25,White Pine County,7,25,0,0,1,0,0,2,5,0
32033,2020-06-28,White Pine County,1,25,0,0,0,0,0,2,5,0
32033,2020-06-29,White Pine County,2,25,0,0,0,0,0,2,5,0
32033,2020-06-30,White Pine County,4,25,0,0,0,0,0,2,5,0
32510,2020-04-05,Carson City,100,164,0,0,0,0,8,24,22,8
32510,2020-04-06,Carson City,84,240,0,3,0,0,15,23,22,7
32510,2020-04-07,Carson City,82,188,0,3,3,1,9,24,22,7
32510,2020-04-08,Carson City,84,188,0,0,43,10,7,24,22,10
32510,2020-04-09,Carson City,93,188,0,0,43,0,13,24,22,0
32510,2020-04-10,Carson City,90,188,0,0,43,0,14,24,22,3
32510,2020-04-11,Carson City,85,188,0,1,43,0,13,24,22,5
32510,2020-04-12,Carson City,102,188,0,0,43,0,12,24,22,3
32510,2020-04-13,Carson City,81,188,0,1,43,0,11,24,22,0
32510,2020-04-14,Carson City,87,188,2,1,8,1,10,24,22,6
32510,2020-04-15,Carson City,96,188,3,1,8,1,11,24,22,5
32510,2020-04-16,Carson City,101,188,4,1,3,1,12,24,22,6
32510,2020-04-17,Carson City,101,188,4,2,5,1,12,24,15,7
32510,2020-04-18,Carson City,99,188,4,2,5,1,3,24,22,5
32510,2020-04-19,Carson City,72,159,4,3,8,1,5,24,15,1
32510,2020-04-20,Carson City,91,188,3,3,10,1,13,24,22,5
32510,2020-04-21,Carson City,109,188,3,2,9,2,16,24,22,8
32510,2020-04-22,Carson City,103,188,3,4,11,3,17,24,22,6
32510,2020-04-23,Carson City,87,188,1,2,6,3,14,24,22,5
32510,2020-04-24,Carson City,85,188,2,4,11,3,17,24,22,5
32510,2020-04-25,Carson City,79,159,2,5,9,4,15,24,15,5
32510,2020-04-26,Carson City,90,188,2,3,11,2,16,24,22,7
32510,2020-04-27,Carson City,75,188,2,4,16,3,20,24,22,7
32510,2020-04-28,Carson City,101,188,2,2,6,3,17,24,22,7
32510,2020-04-29,Carson City,88,159,2,1,7,2,16,24,15,5
32510,2020-04-30,Carson City,105,188,2,2,6,2,16,24,22,5
32510,2020-05-03,Carson City,65,159,3,4,4,1,14,24,15,4
32510,2020-05-04,Carson City,79,188,2,2,3,1,13,24,22,7
32510,2020-05-05,Carson City,89,188,2,3,5,2,13,24,22,7
32510,2020-05-06,Carson City,98,188,2,3,7,2,14,24,22,7
32510,2020-05-07,Carson City,101,188,2,2,8,2,15,24,22,8
32510,2020-05-10,Carson City,94,188,1,2,11,1,11,24,22,4
32510,2020-05-12,Carson City,96,188,1,6,20,1,16,24,22,5
32510,2020-05-13,Carson City,102,188,2,4,14,1,14,24,22,6
32510,2020-05-18,Carson City,91,188,2,1,7,2,14,24,22,6
32510,2020-05-20,Carson City,109,188,2,3,8,2,18,24,22,6
32510,2020-05-21,Carson City,112,188,2,2,11,2,17,24,22,5
32510,2020-05-25,Carson City,99,188,2,0,7,0,10,24,22,5
32510,2020-05-26,Carson City,96,188,1,0,7,0,9,24,22,5
32510,2020-05-27,Carson City,102,188,1,1,7,0,14,24,22,8
32510,2020-05-28,Carson City,78,174,1,3,7,1,23,24,16,10
32510,2020-06-10,Carson City,111,188,3,0,2,0,20,24,22,8
32510,2020-06-11,Carson City,114,188,4,0,2,0,20,24,22,5
32510,2020-06-14,Carson City,106,188,3,1,2,0,16,24,22,7
32510,2020-06-17,Carson City,122,188,2,1,0,0,17,24,22,8
32510,2020-06-18,Carson City,116,188,2,1,1,0,18,24,22,6
32510,2020-06-21,Carson City,80,188,2,1,0,0,17,24,22,8
32510,2020-06-22,Carson City,109,188,2,1,0,0,16,24,22,8
32510,2020-06-23,Carson City,120,188,1,0,2,0,17,24,22,9
32510,2020-06-24,Carson City,,,,,,,,,,
32510,2020-06-25,Carson City,120,188,1,0,1,0,17,24,22,8
32510,2020-06-28,Carson City,107,188,4,0,0,0,17,24,22,6
32510,2020-06-29,Carson City,98,188,2,0,0,0,17,24,22,5
32510,2020-06-30,Carson City,114,188,2,0,1,1,17,24,22,4
